NAME,Team,Pos,S,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Total Sets,K,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Tot K,Ave K,E,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Tot Err,Ave E,TA,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Tot Att,Ave Att,PCT,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Ave Hit PCT,A,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Tot Ass,Ave Ass,SA,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Tot SA,Ave Ace,SE,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Tot SE,Ave SE,RE,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Tot RE,Ave RE,DIG,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Tot Dig,Ave Dig,BS,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Tot BS,BA,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Tot BA,Total Blk,Ave Blk,BE,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Tot BE,Ave BE,PTS,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Tot Pts,Ave Pts,Tot Err.1,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Ave Err,Player_Number,Composite_Score,Rating,Rank,Overall_Composite_Score,Overall_Rank
M. Sands,Missouri,L,3,4,4,0,0,0,11.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,2,5,4,0,0,0,11.0,1.0,0,4.0,0,0,0,0,4.0,0.36,1,0,1,0,0,0,2.0,0.18,2,1,1,0,0,0,4.0,0.36,20,14,13,0,0,0,47.0,4.27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,4,0,0,0,0,4.0,0.36,3,1,2,0,0,0,0.55,120,3.531,99.6116504854369,2.0,3.531,79.0
M. Berezowitz,Marquette,L,3,5,4,0,0,0,12.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,1.0,0.08,0,0,0,0,0,0,0.0,0,4,1,0,0,0,5.0,0.42,2,1.0,0,0,0,0,3.0,0.25,1,1,1,0,0,0,3.0,0.25,0,1,3,0,0,0,4.0,0.33,9,21,18,0,0,0,48.0,4.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,2,1,0,0,0,0,3.0,0.25,1,2,4,0,0,0,0.58,130,3.201,90.45769764216367,7.0,3.201,90.0
S. Naber,Marquette,L,3,5,4,0,0,0,12.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2.0,0.17,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,2.0,0.17,2,0,0,0,0,0,2.0,0.17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,0.17,132,0.10200000000000002,4.493758668515951,46.0,0.10200000000000002,184.0
A. Studer,Marquette,L,3,5,4,0,0,0,12.0,0,0,1,0,0,0,1.0,0.08,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,1.0,0.08,0,0,1,0,0,0,0.083,0,0,1,0,0,0,1.0,0.08,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,3,7,0,0,0,10.0,0.83,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,1.0,0.08,0,0,0,0,0,0,0.0,134,0.7123,21.423023578363384,35.0,0.7123,160.0
J. Garrison,Marquette,L,0,5,0,0,0,0,5.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,1.0,0.2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,136,0.16000000000000003,6.102635228848822,44.0,0.16000000000000003,178.0
K. Akana,Texas,L,3,3,4,0,0,0,10.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,2,0,0,0,0,3.0,0.3,3,0.0,0,0,0,0,3.0,0.3,1,3,1,0,0,0,5.0,0.5,0,1,2,0,0,0,3.0,0.3,3,6,7,0,0,0,16.0,1.6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,3,0,0,0,0,0,3.0,0.3,1,4,3,0,0,0,0.8,143,1.2200000000000004,35.50624133148406,28.0,1.2200000000000004,142.0
R. Emerick,Texas,L,3,0,4,0,0,0,7.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,0,1.0,0.14,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,3,0,1,0,0,0,4.0,0.57,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,1.0,0.14,0,0,0,0,0,0,0.0,145,0.526,16.255201109570045,39.0,0.526,168.0
E. Halter,Texas,L,3,3,4,0,0,0,10.0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,1.0,0.1,0,0,1,0,0,0,1.0,0.1,0,0,-1,0,0,0,-0.1,1,6,4,0,0,0,11.0,1.1,0,0.0,0,0,0,0,0.0,0.0,2,1,1,0,0,0,4.0,0.4,0,0,0,0,0,0,0.0,0.0,10,12,16,0,0,0,38.0,3.8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,2,1,2,0,0,0,0.5,146,3.0,84.88210818307907,8.0,3.0,93.0
E. Stinson,Texas A&M,L,4,4,5,0,0,0,13.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,1.0,0.08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1,0.0,0,0,0,0,1.0,0.08,2,2,1,0,0,0,5.0,0.38,1,2,0,0,0,0,3.0,0.23,12,13,8,0,0,0,33.0,2.54,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0.08,3,4,1,0,0,0,0.62,153,1.8940000000000001,54.20249653259363,22.0,1.8940000000000001,126.0
T. Thomas,Texas A&M,L,4,4,5,0,0,0,13.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3,1.0,0,0,0,0,4.0,0.31,0,1,0,0,0,0,1.0,0.08,0,0,0,0,0,0,0.0,0.0,1,2,0,0,0,0,3.0,0.23,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,3,1,0,0,0,0,4.0,0.31,0,1,0,0,0,0,0.08,157,0.315,10.402219140083217,41.0,0.315,172.0
A. Underwood,Texas A&M,L,4,4,5,0,0,0,13.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,6,2,2,0,0,0,10.0,0.77,0,1.0,0,0,0,0,1.0,0.08,1,0,2,0,0,0,3.0,0.23,1,0,0,0,0,0,1.0,0.08,12,16,17,0,0,0,45.0,3.46,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1.0,1.0,0.08,0,0,0,0,0,0,0.0,0.0,0,1,0.5,0,0,0,1.5,0.12,2,0,2,0,0,0,0.31,158,2.8080000000000003,79.55617198335646,12.0,2.8080000000000003,101.0
E. Young,Dayton,L,4,5,4,0,0,0,13.0,1,0,0,0,0,0,1.0,0.08,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0.08,1,0,0,0,0,0,0.077,0,0,0,0,0,0,0.0,0.0,4,1.0,2,0,0,0,7.0,0.54,1,2,0,0,0,0,3.0,0.23,2,2,0,0,0,0,4.0,0.31,6,5,4,0,0,0,15.0,1.15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,5,1,2,0,0,0,8.0,0.62,3,4,0,0,0,0,0.54,165,1.0676999999999999,31.28155339805825,31.0,1.0676999999999999,148.0
G. Arroyo,Dayton,L,4,5,4,0,0,0,13.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,1.0,0.08,0,0,0,0,0,0,0.0,0,1,1,0,0,0,2.0,0.15,0,3.0,2,0,0,0,5.0,0.38,1,2,1,0,0,0,4.0,0.31,0,2,2,0,0,0,4.0,0.31,9,14,9,0,0,0,32.0,2.46,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,3,2,0,0,0,5.0,0.38,1,4,3,0,0,0,0.62,166,1.9949999999999997,57.00416088765603,19.0,1.9949999999999997,121.0
K. Kaminski,Dayton,L,4,5,4,0,0,0,13.0,1,0,0,0,0,0,1.0,0.08,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,3.0,0.23,1,0,0,0,0,0,0.077,4,13,8,0,0,0,25.0,1.92,2,2.0,0,0,0,0,4.0,0.31,1,1,2,0,0,0,4.0,0.31,1,0,3,0,0,0,4.0,0.31,15,22,16,0,0,0,53.0,4.08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,3,2,0,0,0,0,5.0,0.38,2,1,5,0,0,0,0.62,167,3.4777000000000005,98.13314840499308,3.0,3.4777000000000005,80.0
E. Canaan,Florida,L,3,5,4,0,0,0,12.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,3.0,0.25,1,2.0,0,0,0,0,3.0,0.25,3,3,1,0,0,0,7.0,0.58,0,1,0,0,0,0,1.0,0.08,2,9,1,0,0,0,12.0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,2,0,0,0,0,3.0,0.25,3,4,1,0,0,0,0.67,173,0.7490000000000001,22.441054091539534,34.0,0.7490000000000001,159.0
T. Adams,Florida,L,0,0,4,0,0,0,4.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,3.0,0.75,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,178,0.6000000000000001,18.307905686546466,37.0,0.6000000000000001,166.0
E. Hoyle,Florida,L,3,5,4,0,0,0,12.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1.0,0,0,0,0,1.0,0.08,0,1,3,0,0,0,4.0,0.33,0,0,0,0,0,0,0.0,0.0,1,0,2,0,0,0,3.0,0.25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,1.0,0.08,0,1,3,0,0,0,0.33,180,0.14100000000000001,5.575589459084605,45.0,0.14100000000000001,180.0
E. Mckissock,Florida,L,3,5,4,0,0,0,12.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,2.0,0.17,0,0,0,0,0,0,0.0,7,4,4,0,0,0,15.0,1.25,0,1.0,0,0,0,0,1.0,0.08,1,3,1,0,0,0,5.0,0.42,2,0,2,0,0,0,4.0,0.33,13,19,13,0,0,0,45.0,3.75,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,1.0,0.08,3,3,3,0,0,0,0.75,181,2.957,83.68932038834951,10.0,2.957,95.0
R. Mcaleer,Purdue,L,3,3,3,0,0,0,9.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0.11,0,0,0,0,0,0,0.0,3,3,1,0,0,0,7.0,0.78,0,2.0,0,0,0,0,2.0,0.22,0,1,1,0,0,0,2.0,0.22,3,2,0,0,0,0,5.0,0.56,7,6,3,0,0,0,16.0,1.78,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,2.0,0.22,3,3,1,0,0,0,0.78,188,1.3890000000000002,40.19417475728156,24.0,1.3890000000000002,133.0
A. Hornung,Purdue,L,3,3,3,0,0,0,9.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,1.0,0.11,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2.0,0.22,1,0.0,0,0,0,0,1.0,0.11,2,2,2,0,0,0,6.0,0.67,0,1,3,0,0,0,4.0,0.44,11,10,8,0,0,0,29.0,3.22,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0.11,2,3,5,0,0,0,1.11,191,2.331,66.3245492371706,15.0,2.331,112.0
R. Williams,Purdue,L,3,3,3,0,0,0,9.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,192,0.0,1.6643550624133148,50.0,0.0,190.0
K. Mahaney,A&M,L,3,0,0,0,0,0,3.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,2.0,0.67,7,0,0,0,0,0,7.0,2.33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0.67,202,1.663,47.79472954230236,23.0,1.663,128.0
K. White,A&M,L,3,0,0,0,0,0,3.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1.0,0.33,0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0.33,1,0,0,0,0,0,1.0,0.33,4,0,0,0,0,0,4.0,1.33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0.67,204,0.8959999999999999,26.51872399445215,33.0,0.8959999999999999,153.0
I. Starck,Penn St.,S,3,4,4,5,5,4,25.0,2,5,3,6,2,0,18.0,0.72,0,0,2,0,2,2,6.0,0.24,3,8,12,16,9,7,55.0,2.2,0.667,0.625,0.083,0.375,0,-0.286,0.059,32,41,43,41,56,55,268.0,10.72,1,0.0,0,0,1,1,3.0,0.12,0,0,3,2,3,3,11.0,0.44,0,1,0,0,0,0,1.0,0.04,5,7,13,11,11,13,60.0,2.4,0,0,0,0,0,0,0.0,1,5,3,3,2,1,15.0,15.0,0.6,0,0,0,0,0,0,0.0,0.0,3.5,7.5,4.5,7.5,4,1.5,28.5,1.14,0,1,5,2,5,5,0.72,6,9.8398,85.51761727266333,10.0,9.8398,18.0
E. Glock,Louisville,S,3,5,3,4,4,4,23.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,1.0,0.04,0,0,0,0,0,0,0.0,16,25,22,19,9,11,102.0,4.43,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,6,6,1,2,3,2,20.0,0.87,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,17,3.809,32.50052746325339,18.0,3.809,74.0
N. Cabello,Louisville,S,3,5,3,4,4,4,23.0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,1,2.0,0.09,1,0,1,1,2,4,9.0,0.39,0,0,0,-1,0,-0.25,-0.054,16,19,23,29,44,31,162.0,7.04,2,0.0,3,0,2,1,8.0,0.35,1,1,1,0,1,3,7.0,0.3,0,0,0,0,0,0,0.0,0.0,9,7,4,10,8,10,48.0,2.09,0,0,0,0,0,0,0.0,1,0,0,1,3,3,8.0,8.0,0.35,0,0,0,0,0,2,2.0,0.09,2.5,0,3,0.5,3.5,2.5,12.0,0.52,1,1,1,1,1,6,0.48,22,6.422200000000001,55.4733103593783,16.0,6.422200000000001,42.0
N. Buzlutepe,Pittsburgh,S,3,0,0,0,0,0,3.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,2.0,0.67,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0.33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,42,0.635,4.59772135874534,22.0,0.635,164.0
B. Reilly,Nebraska,S,3,3,4,3,5,0,18.0,2,4,2,0,0,0,8.0,0.44,0,0,0,2,1,0,3.0,0.17,3,7,3,9,4,0,26.0,1.44,0.667,0.571,0.667,-0.222,-0.25,0,0.08,26,33,47,26,55,0,187.0,10.39,0,0.0,1,0,0,0,1.0,0.06,1,0,1,0,1,0,3.0,0.17,0,0,0,0,0,0,0.0,0.0,11,6,6,8,15,0,46.0,2.56,0,0,0,0,0,0,0.0,1,1,4,3,1,0,10.0,10.0,0.56,0,0,0,1,1,0,2.0,0.11,2.5,4.5,5,1.5,0.5,0,14.0,0.78,1,0,1,3,3,0,0.44,49,9.482000000000003,82.37217807159436,11.0,9.482000000000003,21.0
K. Orr,Nebraska,S,3,3,4,3,5,0,18.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1.0,0,0,1,0,2.0,0.11,0,1,0,2,0,0,3.0,0.17,0,0,0,0,0,0,0.0,0.0,1,2,3,3,5,0,14.0,0.78,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,2.0,0.11,0,1,0,2,0,0,0.17,52,0.23800000000000004,1.1076728321260287,24.0,0.23800000000000004,176.0
K. Miner,Stanford,S,3,3,4,4,0,0,14.0,1,2,2,2,0,0,7.0,0.5,0,0,1,1,0,0,2.0,0.14,1,2,7,6,0,0,16.0,1.14,1,1,0.143,0.167,0,0,0.165,37,36,56,46,0,0,175.0,12.5,0,1.0,1,0,0,0,2.0,0.14,0,2,4,1,0,0,7.0,0.5,0,0,0,0,0,0,0.0,0.0,6,5,9,4,0,0,24.0,1.71,0,0,0,1,0,0,1.0,2,2,5,1,0,0,10.0,11.0,0.79,0,0,0,0,0,0,0.0,0.0,2,4,5.5,3.5,0,0,15.0,1.07,0,2,5,2,0,0,0.64,59,10.982,95.558759406428,2.0,10.982,8.0
T. Yu,Stanford,S,3,3,4,4,0,0,14.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1,0.0,0,1,0,0,2.0,0.14,0,0,1,0,0,0,1.0,0.07,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,3.0,0.21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,0,0,1,0,0,2.0,0.14,0,0,1,0,0,0,0.07,67,0.112,0.0,27.0,0.112,183.0
C. HFuerBringer,Wisconsin,S,3,4,5,3,0,0,15.0,0,0,3,0,0,0,3.0,0.2,1,0,0,1,0,0,2.0,0.13,1,4,7,3,0,0,15.0,1.0,-1,0,0.429,-0.333,0,0,-0.06,41,49,56,28,0,0,174.0,11.6,1,4.0,0,3,0,0,8.0,0.53,1,1,3,3,0,0,8.0,0.53,0,0,0,0,0,0,0.0,0.0,8,21,12,7,0,0,48.0,3.2,0,0,0,0,0,0,0.0,3,2,1,2,0,0,8.0,8.0,0.53,1,2,0,1,0,0,4.0,0.27,2.5,5,3.5,4,0,0,15.0,1.0,3,3,3,5,0,0,0.93,71,10.553999999999998,91.79618819888879,4.0,10.553999999999998,11.0
E. Grome,Kentucky,S,3,4,4,3,0,0,14.0,1,1,2,0,0,0,4.0,0.29,0,0,0,0,0,0,0.0,0.0,1,1,2,2,0,0,6.0,0.43,1,1,1,0,0,0,0.214,33,47,50,37,0,0,167.0,11.93,1,0.0,1,0,0,0,2.0,0.14,1,0,1,1,0,0,3.0,0.21,0,0,0,0,0,0,0.0,0.0,8,12,10,5,0,0,35.0,2.5,0,0,1,0,0,0,1.0,2,5,2,3,0,0,12.0,13.0,0.93,0,2,0,0,0,0,2.0,0.14,3,3.5,5,1.5,0,0,13.0,0.93,1,2,1,1,0,0,0.36,82,10.7438,93.46473029045642,3.0,10.7438,10.0
A. Sarafa,Kentucky,S,3,4,4,3,0,0,14.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,1,0,0,2.0,0.14,0,1,1,0,0,0,2.0,0.14,0,0,0,0,0,0,0.0,0.0,0,5,0,0,0,0,5.0,0.36,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,2.0,0.14,0,1,1,0,0,0,0.14,85,0.136,0.2109853013573388,26.0,0.136,182.0
K. Wait,Creighton,S,3,3,4,5,0,0,15.0,9,8,5,4,0,0,26.0,1.73,0,0,1,1,0,0,2.0,0.13,12,9,8,12,0,0,41.0,2.73,0.75,0.889,0.5,0.25,0,0,0.159,35,35,47,36,0,0,153.0,10.2,1,0.0,0,1,0,0,2.0,0.13,0,0,1,0,0,0,1.0,0.07,0,0,0,1,0,0,1.0,0.07,7,8,17,9,0,0,41.0,2.73,0,0,0,0,0,0,0.0,3,2,1,5,0,0,11.0,11.0,0.73,0,0,0,0,0,0,0.0,0.0,11.5,9,5.5,7.5,0,0,33.5,2.23,0,0,2,2,0,0,0.27,94,10.1798,88.50657570855897,8.0,10.1798,16.0
